cau_goc,nhan
"Máy y như mới! K một vết trầy xước! Đẹp 99,9%+1. Hjhj được tặng cái ốp và củ sạc. Bạn muốn sạc nhanh thì mua thêm củ sạc nhanh của samsung.",1
"Shop nhiệt tình, sẵn phẩm lại rất chất lượng, máy của em đi kèm với quả pin mới cứng. Không có gì để phàn nàn. Sản phẩm không phải rẻ nhất nhưng lại xứng đồng tiền nhất",1
"Shop bán hàng chuẩn như mô tả, mình sẽ tiếp tục ủng hộ",1
Điện thoại samsung a10 chất lượng quá tệ. Bố tôi mới mua hơn 1 tháng. Giờ tôi kiểm tra thử thấy điện thoại bị cong. ,0
quá chán. chế độ bảo vệ cảm ứng màn hình không có tác dụng. để trong túi quần toàn tự sáng màn hình nhiều khi không để ý nóng cả máy,0
Sóng 2 sim đều rất yếu. không biết tình hình chung của a50 hay máy mình bị lỗi nữa???,0
"Giao hàng rất nhanh, đien thoai rat dễ thuong, nghe gọi rõ , màu đẹp",1
Sản phẩm như mới luôn nhưng dùng cũng hơi nóng. Đóng gói cẩn thận. Có tặng ốp. Xài thử thời gian thấy chất lượng thì ủng hộ shop thêm.,1
sp ok,1
Shop uy tín mọi người lên mua ạ đóng gói sản phẩm chắc chắn sau này ủng hộ tiếp ạ,1
Ok,1
"Chất lượng hình ảnh và video không tốt lắm,hi vọng sản phẩm mới nhất của oppo sẽ tốt",0
"Điện thoại ,tải ứng dụng trên ch play có độ trễ khá lâu mặc dù wi-fi rất ổn định.choi game loading cũng lâu.con quay cảm biến trên máy rất khó điều khiển đặc biệt là chơi game liên quân.hieu năng ổn định .màng hình khá to nên tiêu thụ nhiều pin.camera đẹp.chang thấy điểm gì nổi bật hết.neu chơi game thì không nên mua con này.cam thấy thất vọng.nhan viên bán hàng nhiệt tình và chu đáo.",0
Máy đẹp giá OK,1
camara trước gọi videos mờ...pin vực nhanh quá,0
Máy mời Fullbox như QC.,1
Ko nhìn thấy danh mục thư mục,0
"Dòng oppo chỉ để chup hinh thôi, nap 450 mà 6tr, ai mà mua về choi game thì that là mù công nghệ, xiaomi, Huawei ngon hon nhé",0
"Hàng còn nguyên seal. Máy loa lớn,chữ khá lớn, pin 3000mah,cảm ơn shop",1
"Máy dở chưa từng thấy: đơ liên tục, màu nhợt nhạt. Pin cũng bình thường, được cái mã quảng cáo. Khuyên ae có ý định mua thì bỏ ý định ngay. Đừng dùng sam sung hàng phổ thông. Cao cấp thì ok",0
"Giá hơn 7 tr mà xài bình thường. Độ nét màn hình k sắc sảo, cảm ứng có khi k nhạy cho lắm. Loa ngoài nghe tạm được k hay. Cam chụp tốt .nói chung đt f11 k có gì đặc biệt nhìn rất bình thường chứ chẳng sang. Bỏ 7 tr lụm con này hơi tiếc tiền. ",0
"nhanh hết pin,xài có khi ko dc 1 ngay nữa.có khi để k cug hết pin. mấy có khi bị đứng.ế mih thật vog khi mua sp này.",0
Sp rất đẹp. Đóng gói cẩn thận. Mình rất hài lòng  . Giao hàng rất nhanh,1
Sử dụng mấy ngày nay sản phẩm tốt k có lỗi gì từ ngoại hình đến chất lượng.Phụ kiện đầy đủ tốt.,1
"So với Iphone thì nhiều chức năng tuy nhiên khả năng xảy ra lỗi rất cao trong quá trình sử dụng, Một số lỗi khó chịu như chuyển màu màn hình trắng đen, thiết lập giọng nói điều hướng, máy hay nóng, loa ngoài ko trong so với iphone. ",0
"Máy dùng ok tháng đầu, tháng sau k còn mượt mà nữa.",0
Chất lượng quá kém giao hàng thì chậm chễ,0
chơi game khoảng 30p thì máy nóng quá không biết nhu vậy có phải bị lỗi không (con j7 pro thi mình chơi rất mát chơi lâu thì cũng chỉ hơi ấm thôi) với lại cột sóng yếu chỉ 1-2-3 vạch thôi có ai bị vậy không cho mình ý kiến ,0
tuyệt vời so với tầm giá. shop nhiệt tình lám . hãy mua đi anh em . mình sẽncòn ủng hộ shop nửa,1
"Em mới mua con m20 này hơn gần 2 tháng , lúc đầu sạc pin cũng ok màng mình lướt bình thường, hơn tuần nay m20 sạc pin khá lâu đt em còn 15% em sạc tận 4 tiếng mà dô thêm lên đc chỉ 34% , còn màng hình thì cứ nhảy lung tung tự động bấm , đứng màng hình sao đó thì tắt màng hình .lag kinh khủng ạ",0
Pin hơi kém nhưng hình thức đẹp sẽ ủng hộ shop nữa,1
Buồn mỗi camera. K nghĩ n chán đến mức đấy,0
"Giao hàng khá nhanh. Giao hàng đúng như mô tả, shop tư vấn và hỗ trợ tốt. Đã mua shop lần thứ 2 và đều rất hài lòng. <3",1
"Máy trước mắt ngon, rẻ, không lỗi gì còn bền không thì phải dùng thời gian mới biết",1
Hàng tốt,1
máy chậm pin yếu ak ,0
Mới mua hư tùm lum r nha cảm giác xài rất chán mọi người ơi. Bảo hành thì lâu ae hiểu rồi ,0
"Nut cam ung van tay qua tệ, chup anh xau. Moi mua hom qua, ra doi lai may khac mat phi ko ạ. Ko hai long sp lăm",0
"Mấy ngày đầu sạc còn nhanh, dùng được gần tháng sạc qua đêm chỉ được 80% pin. Mỗi tiếng đc khoảng 10%.",0
"đẹp, giao nhanh",1
"Xài được 5 ngày. Máy có vẻ hơi bị giật và đơ. Mình reset lại. Nhưng dùng được 1, 2 ngày lại tiếp tục gặp vấn đề. Mình nghe nói Huawei xài ổn mà sao kì vậy :(",0
"Máy bình thường .
Máy rất dễ đơ cảm ứng khoảng 1 giây khi nóng ( hoạt động sau khoảng 15’ ) gây khá nhiều ức chế khi chơi game .
Có thể dùng làm sạc dự phònh thông qua OTG ( dòng ra từ 0,5 tới 1 A )",0
K thể nạp thẻ đc  . Lọck phải sd sim ghép,0
"Nhận hàng như đăng trên Shopee. Thời gian ship hàng lâu hơn so với cam kết khi order (chậm 4 ngày). Chắc đông khách nên phản hồi ở mức trung bình khá. Chất lượng cho đến bây giờ vẫn ok, tai nghe + kính dán hàng phổ thông.",1
"sai màu -,-",0
"Đổi nokia 7.2 vì lỗi phần cứng lấy con này. Xài được 2 ngày cảm nhận: pin tụt quá nhanh, chơi game hay bị lagg, chức năng camera và cảm biến samsung chụp thua xa oppo f11 cảm biến sony vợ mình đang dùng, máy hơi nặng tay. 
Ai chơi game chup hình tốt nên xài samsung a70 cùng tầm giá thì ok.",0
"Ram 3gb nhưng khi sài chỉ đk 1gb 
Bộ nhớ 32 gb nhưng khi sài chỉ đk 8gb 
Hiệu năng thấp chơi lqmb có hiện tượng giật lag",0
Thi thoảng tự mất 1 SIM sóng. Lưu ảnh chậm 4-5ph mới có ảnh trong thư viện. Phát hotpot chậm.,0
Hàng tốt giao hàng nhanh👍,1
tốt. hàng nguyên seal. chỉ hơi tiếc là cho cái kính cường lực bị vỡ mới nhọ,1
"Mua máy được 9 ngày và cảm nhận là,nhận diện khuôn mặt chậm hơn f7, vân tay cũng ko bằng f7, máy dùng lâu hơi ấm ấm, còn lại thì ok",0
Sản phẩm thì đẹp.nhưng hóa ra là hàng Trung Quốc. Biết trước ko bg mua,0
"đây không phải sp mới, nắp lưng bị trầy, lúc đầu nghĩ máy dính Dơ, về lau chùi sạch sẽ mới thấy trầy, PIN đang ở mức 10% tự sập nguồn, cắm Charge lại hiện mức 6%, chứng tỏ đây không phải PIN mới, tai nghe không chính hãng (loại có 2 ngấn ở chuôi cắm) không dùng đàm thoại được, sau 4 tuần sử dụng  sạc + cáp sạc cũng không chính hãng, sạc 7 tiếng mới đầy, phải mua bộ phụ kiện của HoCo sử dụng. ",0
Thật buồn vì mình ko tìm hiểu trước khi mua.  Máy cùi quá. Ko kết nối đc otg. Cắm cáp vào máy tính cũng ko nhận. Ko thể nào copy đc ảnh sang. ,0
"Ván liên quân đầu thì cảm như bấm k nhạy, cảm ứng k ăn. Lần tiếp đỡ hơn mà cảm giác k được mượt mà cho lắm. Video call ban đêm thiếu sáng đúng là thảm họa :))",0
đầy đủ phụ kiện..shop làm ăn uy tín...vote 5*,1
không thể chạy đc IOS 10.3.4,0
"cảm ơn  shop !  giao hàng nhanh, sản phẩm vẫn nguyên siu nhà  sản xuất",1
Lúc đầu dùng ok 1-2 tháng sau bắt wifi không nổi luôn máy đểu quá  nhưng mọi thứ thì vẫn OK sạc pin nhanh lướt web chỉ hơi bị đơ nói chung k nên mua,0
Máy k lên mình có liên hệ đổi hàng Shop vui lòng check ib Giúp mình,0
"Hàng đẹp, dùng rất mượt, ",1
Quá tệ màng hình nó nặng nề quá còn loạn màng hình nữa chứ cứng đơ nhiều khi chạm vài lần mới được đem cho kỹ thuật viên xem xong cũng như không vẫn lỗi như vậy không đổi máy khác cho khách mà bảo về dùng thêm vài ngày nữa nếu còn bị tiếp thì gửi cho hãng bảo hành xem đã rồi trả lời sau quá hận khi đã lỡ mua m20 màng không như quảng cáo ,0
Shop lam ăn rất uy tín nhiệt tình Hàng đúng như quảng cáo,1
"Sau khoảng 1 tháng sử dụng chơi lq thì bật cấu hình cao fps thắp hd có đôi lúc rất lag còn lại khá ok
Có khi loạn cảm ứng từa lưa phải khởi động lại mới bthw",0
"Hàng chất lượng, giống với quảng cáo. Bọc hàng cẩn thận.",1
"Tạm dùng ổn, cơ mà không giống mô tả, hàng sước nhiều,.. mới tầm 90~95% thôi",0
Để bình thường không động gì đến mà máy khởi động lại liên tục cập nhật phần mềm mà vẫn ko được. nhiều lúc rất bực vì đang chơi game thì máy nó tự khởi động lại.,0
Sản phẩm tốt  Tư Vấn Thân thiện,1
"Đóng gói sản phẩm cẩn thận, mẫu mã đẹp,a chủ sop tư vấn rất nhiệt tình ",1
"Máy chạy tốt.  Ngoại  hình   trầy nhiều  quá,  cỡ 60% .  Chắc tại tui xui xẻo.",1
cũng đc đấy shop,1
"Đang chơi game thì bị đơ loa rè khó hiểu ,🤔 Mới mua lúc sáng cứ chơi game lại bị rè đơ loa k có âm thanh phải ra đổi máy mới thôi",0
Shop uy tín. Hàng chất lượng tốt. Chấm Shop 10₫ 5 sao,1
Hàng dùng ok,1
shop gởi đúng màu đúng mẫu,1
Máy mới mua mà hay bị đơ màn hình cảm ứng zay.lỗi chung thế phải cho cách khắc phục chứ.máy còn đang trong thời gian bảo hành dài mà đã thế rồi.,0
Thích lắm ạ.chuẩn hàng,1
Ok sài rất tốt,1
đã sài được 2 tuần với mức giá 9tr thì quá tệ. cảm biến vân tay không nhạy. bắt sóng wifi cực yếu trong khi full cột sóng . chơi liên quân thì ping từ 100-300.nghe nhạc zing mp3 thì rè.mỗi lần sài thiết bị 3-4p thì nóng rất nhanh.. không biết ai có bị các vấn đề trên giống em không....,0
Hg ok lan sau se mua tiep,1
ko chấp nhận được quá nản luôn ,0
"Nokia Tàu , máy nóng pin tụt nhanh ,mua đc 1 ngày đổi trả .Cân nhắc khi mua, trong tầm giá này có nhiều máy tốt hơn .",0
"Máy sóng quá yếu ,vân tay coi như ko  có ,camera dc pin ok mạng 4g nhung may khác bat song đầy vạch ma a50 có 3 vạch hay mất sóng .noi chung sai lầm khi mua a50",0
Màn hình hiển thị không được đẹp. Máy lại hay bị đơ nữa. Từ nay chia tay và nói không với Oppo.,0
Được quả pin trâu mới mà đôi lúc đơ ko hiểu lí do mặc dù k chơi game..mới mua được 1 tuần chưa trải nghiệm nhiều,0
Hag chua dung da het pi,0
"Máy xài ổn phụ kiện đầy đủ kiểu dáng cute, sẽ ủng hộ shop nhiều hơn 😃",1
"Máy đẹp tính năng ổn hình chup đẹp, chơi game mượt ",1
Giả rẻ hơn shop khác,1
Mua Samsung galaxy a9 camera chụp ko được nét nhiễu quá,0
"Đứng tại đại học giao thông vận tải bật mạng di động rất kém kém hơn cả những thiết bị yếu hơn như samsung j2 , realme 3pro không load được cả fabook ",0
"Chủ shop tư vấn nhiệt tình , tuy mua máy cũ nhưng chất lượng hơn cả mong đợi , máy còn khá mới đẹp mượt  , hài lòng chất lượng cũng như cách phục vụ của shop . Sẽ ủng hộ shop lâu dài . Cho shop 5 sao . Đáng ủng hộ nha mọi người .",1
Đt thì ok. Nhưng pin xài chua đc 2 tiếng là hết pin sạc không quá 10 lần thì  sạc không zo pin nữa,0
Sản phẩm quá đẹp luôn bên hay không thì chưa biết được phải sai lâu mới biết,1
Máy rất đẹp..hài lòng,1
"Ghi chú điện thoại màu đen, mà lại chuyển cho mình màu trắng, nắp sau đậy hơi ọp ẹp...",0
Sản phẩm lỗi,0
"Đẹp, đúng màu mình thích",1
"Sao chơi liên quân giật lang zu zy trời, có ai như mình ko mới mua gần 1 tháng , không biết máy có vấn đề gì ko nữa ",0
Quá tốt rẻ chưa tùng thấy! Đâu thây lo nhưng giờ thi hài Long lắm,1
Mau ma dep xai ok.nhung phim xuong bi do bam kho.gia tien nhu vay la ok roi,1
Loa rè...máy thì thoảng lai bị đơ .pin thì ko trâu như quảng cáo,0
Mẫu mã điện thoại rất đẹp. Xai tốt. Shop cài đặt sẵn nũa nên tôi thích.  Đắn đo lắm với mua. Gọi dt shop mấy lần tư vấn mà shop rất nhiệt tình nên tôi mua. Shop này làm cung lau rồi uy tín ok.,1
"Ok giao nhanh chóng , hàng mới . hài lòng",1
"Rất tồi, loạn cảm ứng, bắt sóng rất yếu, không thể chấp nhận dòng sp a30 này, đề nghị công ty thu hồi sp và vá lỗi",0
Ko tot,0
Ngâm đơn hàng kô mún giao hàng. ,0
"Hàng chất lượng ok.Nên mua.Bạn nào biết tiếng nhật thì ok nữa.khuyên bạn nào dùng nên xóa các app nhật ,máy sẽ chạy ngọt ngào hơn.",1
"Chất lượng sp tuyệt vời, đóng gói sp rất cẩn thận, máy đúng như shop quảng cáo, đủ quà tặng, shop rất uy tín, cho shop 5 sao",1
"Máy xinh lung linh như Ngọc Chinh, ko lỗi gì, shop nhiệt tình hàng tốt, sẽ ủng hộ và giới thiệu ae bạn bè ủng hộ. Shop nhớ ưu đãi nha",1
Dùng được 1 ngày đt bật ko lên nguồn.,0
Thời gian giao hàng rất nhanh,1
tốt,1
"nhìn bề ngoài máy đẹp,, có chút lỗi nhỏ noi chung tạm đc cug ok..",1
Hàng đẹp đóng gói kỹ chủ shop nhiệt tình thân thiện❤️,1
Pin rất giởm sài nhanh hết quá,0
"M20 sóng điện thoại bắt rất kém, kể cả dùng ngoài đường, sóng 4g mà không full,  nhà sx không biết có test phần này trước khi sản xuất hàng loạt khi đến tay người dùng không,  dùng sim1 vina mà sóng thế này là hỏng rồi.",0
Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất chắc chắn,1
mua máy để chơi game mà cứ chơi game onl thì wifi 4g siêu kém làm ơn liên hệ Xiaomi làm bản vá lỗi đi :((,0
Mới nguyên seal,1
Nguyên seal. Đẹp. Mà hình như thiếu ốp nhưng thui ko sao,1
Chất lượng tốt giao hàng nhanh,1
Máy Chính Hãng 100% - Nguyên Tem - Nguyên Hộp,1
hàng ok,1
Đt dùng ok giao hàng nhanh đóng gói sp kĩ chủ shop vui tính sẽ ủng hộ shop,1
Camera nó s á mấy bạn ơi chụp không sắc gì cả chụp bị nhòe... Hình ảnh màu nhạt tái... Còn lai dùng bình thường chỉ tiếc cammera máy này chỉ đáng tầm 5-6tr,0
chê cái màn hình HD+ và hơi tối. Từ trước tới giờ chưa dùng con nào màn tối thế.,0
Vân tay trong mang hình rat tệ....mở khóa rat chậm.... Độ nhạy rất rất kém gần nhu k dùng dc...camera 48m..mak trong cai dac...chỉ có 8m...lừa tinh...moi thứ khác đều rất ổn... Sạc PIN nhanh 1h30p day....,0
"tai phone ko phải của máy, tai dỏm xấu nghe như dế kêu ",0
Máy đẹp,1
ok . shop 👍👍,1
